red,green,blue,nir,ndvi,label,city,year,subclass
0.143035,0.10859125,0.07707624999999999,0.24229625000000002,0.2575998,1,riverside,2010,urban
0.17081000000000002,0.1434475,0.10965000000000003,0.24332750000000003,0.17510489,1,riverside,2010,urban
0.17834499999999998,0.15946166666666667,0.12667250000000002,0.2120875,0.08642339,1,riverside,2010,urban
0.23197549999999997,0.21743625,0.186925,0.2386891666666667,0.014264225,1,riverside,2010,urban
0.18000875,0.16377,0.1385158333333333,0.200125,0.052918874,1,riverside,2010,urban
0.1427875,0.13341,0.11109374999999999,0.18369375,0.12529433,1,riverside,2010,urban
0.16363250000000001,0.14941500000000002,0.12296000000000001,0.20972249999999998,0.12344819,1,riverside,2010,urban
0.17555833333333334,0.15876500000000002,0.1304675,0.22312875,0.11931768,1,riverside,2010,urban
0.235496875,0.21894875,0.18789666666666668,0.24081812500000002,0.011171703,1,riverside,2010,urban
0.1353075,0.12256583333333333,0.10326999999999997,0.17677749999999998,0.13288046,1,riverside,2010,urban
0.18552249999999998,0.15931499999999998,0.12436249999999999,0.230155,0.1073729,1,riverside,2010,urban
0.16027750000000002,0.12945,0.0933425,0.2564725,0.23082183,1,riverside,2010,urban
0.1421,0.099915,0.06918833333333335,0.25895666666666667,0.29137197,1,riverside,2010,urban
0.172178125,0.15369583333333334,0.12948850000000003,0.18696166666666666,0.041163754,1,riverside,2010,urban
0.18204375,0.14122,0.10281625000000003,0.271515,0.19726497,1,riverside,2010,urban
0.15154625,0.1428975,0.12042999999999998,0.216521875,0.17653152,1,riverside,2010,urban
0.13912999999999998,0.12232749999999998,0.09367249999999999,0.24473,0.2751003,1,riverside,2010,urban
0.09854000000000002,0.091555,0.07928999999999997,0.18194749999999998,0.2973662,1,riverside,2010,urban
0.17642,0.1462525,0.109313125,0.23917729166666668,0.15100506,1,riverside,2010,urban
0.13144375,0.12143375000000001,0.0981,0.194185,0.19267724,1,riverside,2010,urban
0.1400375,0.119556875,0.09097749999999999,0.231805,0.24679132,1,riverside,2010,urban
0.20085375,0.18302,0.14527625,0.26057,0.12941737,1,riverside,2010,urban
0.14604166666666668,0.12113125,0.0925725,0.22706583333333333,0.21716037,1,riverside,2010,urban
0.1662725,0.15282958333333338,0.134613125,0.1723335,0.01789986,1,riverside,2010,urban
0.13764500000000002,0.09477249999999998,0.07021499999999997,0.23826750000000002,0.2676753,1,riverside,2010,urban
0.15913625,0.12140625000000002,0.08870875,0.26105125,0.24254648,1,riverside,2010,urban
0.19485416666666666,0.1773275,0.15135375,0.21348083333333334,0.04561614,1,riverside,2010,urban
0.21093250000000002,0.1991075,0.16991625,0.230485,0.0442948,1,riverside,2010,urban
0.1993275,0.18486249999999999,0.15884749999999997,0.22196,0.05372222,1,riverside,2010,urban
0.17748562499999998,0.16201,0.13859375,0.22041999999999998,0.1079009,1,riverside,2010,urban
0.1663825,0.14922249999999998,0.12711250000000002,0.2043875,0.1025029,1,riverside,2010,urban
0.15909500000000001,0.1469565,0.11706812500000001,0.22594750000000002,0.1736237,1,riverside,2010,urban
0.14469760416666666,0.121330625,0.09173718750000001,0.19675166666666666,0.15245035,1,riverside,2010,urban
0.19714125000000002,0.1878325,0.16723500000000002,0.2039475,0.016969437,1,riverside,2010,urban
0.11433875000000002,0.10105624999999999,0.08276875,0.20979125,0.2944883,1,riverside,2010,urban
0.1535125,0.13534875,0.10603375000000001,0.17087875000000002,0.05353489,1,riverside,2010,urban
0.20964,0.18788749999999999,0.1420175,0.23415625,0.05524213,1,riverside,2010,urban
0.2319660714285714,0.21166125,0.1779875,0.23389500000000002,0.004140566,1,riverside,2010,urban
0.16185416666666666,0.1523575,0.12490333333333332,0.2052491666666667,0.11820922,1,riverside,2010,urban
0.18110875,0.1460325,0.1074775,0.25516625000000004,0.16974959,1,riverside,2010,urban
0.14117416666666668,0.11270249999999998,0.08259,0.22609416666666668,0.23122059,1,riverside,2010,urban
0.2084025,0.19638499999999998,0.15937,0.231475,0.052452102,1,riverside,2010,urban
0.21306375,0.1733125,0.121783,0.276795,0.13010128,1,riverside,2010,urban
0.25520750000000003,0.2345275,0.19674250000000001,0.26508,0.018975087,1,riverside,2010,urban
0.20051,0.18337750000000003,0.15045999999999998,0.21445250000000002,0.03359942,1,riverside,2010,urban
0.13647625,0.11906875,0.09920000000000001,0.14010625000000002,0.013124474,1,riverside,2010,urban
0.2404675,0.21923750000000003,0.18458750000000002,0.24189750000000002,0.00296456,1,riverside,2010,urban
0.1349225,0.11169874999999999,0.0836075,0.24738833333333332,0.2941738,1,riverside,2010,urban
0.19864305555555556,0.18360039473684212,0.15156,0.2533741666666667,0.12108192,1,riverside,2010,urban
0.18412,0.1757325,0.15078083333333334,0.21382,0.074634366,1,riverside,2010,urban
0.1512471875,0.1347245,0.10908625,0.213978125,0.17175956,1,riverside,2010,urban
0.15551083333333332,0.14041333333333333,0.1226245,0.163715,0.025700197,1,riverside,2010,urban
0.1046725,0.09609250000000003,0.06807916666666668,0.264255,0.43255788,1,riverside,2010,urban
0.21548375,0.2009225,0.1705075,0.21839875,0.006718409,1,riverside,2010,urban
0.10853625,0.09508875,0.073295,0.27889875,0.43971893,1,riverside,2010,urban
0.6018862500000001,0.51094375,0.386135,0.6343775,0.026281811,1,riverside,2010,urban
0.059558749999999994,0.08230583333333334,0.05132249999999999,0.4568384166666667,0.76932967,1,riverside,2010,urban
0.1843125,0.17265250000000001,0.14381875,0.2281145,0.10620546,1,riverside,2010,urban
0.1569445,0.14434583333333334,0.11948125000000001,0.19825087500000002,0.116291985,1,riverside,2010,urban
0.1595625,0.134675,0.09977750000000002,0.24044,0.20219249,1,riverside,2010,urban
0.12445875,0.11647000000000002,0.09543249999999998,0.19609625,0.22347958,1,riverside,2010,urban
0.194095625,0.158579375,0.11669550000000002,0.24991890624999996,0.125724,1,riverside,2010,urban
0.14414875,0.11185916666666668,0.08353874999999998,0.2400527083333333,0.24961893,1,riverside,2010,urban
0.1302475,0.11681375000000002,0.0953878125,0.19269450000000002,0.19336909,1,riverside,2010,urban
0.18242875,0.1487275,0.10614375000000002,0.267445,0.18897802,1,riverside,2010,urban
0.146995,0.12603999999999999,0.09969499999999998,0.24613250000000003,0.25217646,1,riverside,2010,urban
0.13313499999999998,0.1256825,0.10832999999999998,0.1905825,0.17746183,1,riverside,2010,urban
0.13237875000000002,0.11999000000000001,0.09745374999999998,0.185935,0.16824988,1,riverside,2010,urban
0.1403125,0.11869750000000001,0.09666999999999998,0.20276500000000003,0.18203613,1,riverside,2010,urban
0.29038,0.2633475,0.21866000000000002,0.29445,0.0069592874,1,riverside,2010,urban
0.20328749999999998,0.1915175,0.16114375,0.2088425,0.013478757,1,riverside,2010,urban
0.216329375,0.19208583333333332,0.15288,0.229653125,0.029875051,1,riverside,2010,urban
0.15690416666666665,0.15600125,0.12764875,0.274683,0.27289698,1,riverside,2010,urban
0.12451833333333334,0.10448000000000002,0.08227375,0.224875,0.2872312,1,riverside,2010,urban
0.1372875,0.11685499999999999,0.08806249999999999,0.22806500000000002,0.24846552,1,riverside,2010,urban
0.13880687500000002,0.12287062500000001,0.0932084375,0.24106333333333332,0.2691879,1,riverside,2010,urban
